TransactionID,AccountID,TransactionType,Amount,TransactionDate
321,425,Deposit,3680.69,2022-08-26
322,475,Withdrawal,5428.25,2025-02-13
323,3472,Transfer,3009.15,2023-08-12
324,2206,Deposit,5629.92,2022-10-12
325,4377,Deposit,7864.66,2024-03-04
326,2220,Deposit,6124.17,2024-02-24
327,181,Deposit,4892.81,2023-06-05
328,3647,Deposit,1490.39,2025-04-27
329,2609,Deposit,9831.05,2022-12-16
330,2229,Transfer,116.92,2023-07-04
331,3849,Transfer,7070.51,2023-07-26
332,1302,Transfer,3323.0,2024-09-08
333,3914,Payment,3871.08,2022-09-21
334,3853,Payment,1046.62,2023-06-20
335,3334,Transfer,2427.67,2023-12-13
336,325,Withdrawal,5093.77,2024-01-10
337,1647,Transfer,1025.06,2022-05-18
338,2306,Payment,2888.48,2023-01-15
339,3718,Withdrawal,7337.2,2022-08-13
340,348,Withdrawal,6788.83,2025-03-28
341,2204,Payment,7195.66,2023-05-24
342,3950,Payment,1164.19,2022-07-04
343,4021,Payment,2386.14,2024-02-18
344,4054,Deposit,775.71,2024-04-14
345,3206,Withdrawal,8774.26,2022-11-23
346,3880,Deposit,4909.05,2025-04-27
347,2062,Transfer,4305.08,2022-05-14
348,1796,Deposit,8167.38,2023-03-02
349,660,Transfer,3351.96,2022-10-08
350,1923,Withdrawal,4301.19,2023-09-26
351,2088,Payment,899.93,2023-08-10
352,66,Withdrawal,8457.87,2023-05-10
353,4249,Transfer,3482.32,2025-03-04
354,3750,Withdrawal,5079.89,2024-03-15
355,1840,Payment,9113.07,2022-06-28
356,4968,Payment,4984.77,2024-08-08
357,2937,Payment,1208.66,2024-09-21
358,2355,Withdrawal,9980.05,2023-11-22
359,3472,Payment,6224.15,2025-02-19
360,3171,Withdrawal,289.88,2024-04-20
361,2005,Transfer,6434.03,2024-09-30
362,4218,Payment,511.86,2023-11-05
363,1352,Withdrawal,294.64,2022-12-06
364,2579,Payment,8226.48,2024-10-04
365,3222,Deposit,6764.37,2022-07-01
366,1908,Withdrawal,4899.19,2024-07-15
367,588,Withdrawal,4543.3,2022-11-28
368,3381,Transfer,1112.72,2024-12-22
369,2431,Payment,8453.77,2024-03-06
370,4320,Deposit,2879.37,2022-07-21
371,3348,Withdrawal,4433.95,2023-11-20
372,2379,Withdrawal,8709.74,2025-04-13
373,3788,Withdrawal,3969.52,2023-07-22
374,2134,Withdrawal,6394.17,2022-10-08
375,4166,Payment,848.73,2023-04-21
376,2651,Deposit,5183.31,2024-02-09
377,2153,Transfer,8073.94,2025-04-07
378,23,Payment,2608.45,2024-12-15
379,2761,Withdrawal,1120.53,2023-12-02
380,427,Withdrawal,120.43,2024-05-03
381,1854,Deposit,1372.96,2024-11-07
382,1645,Transfer,3602.83,2023-10-01
383,817,Withdrawal,195.2,2024-07-26
384,2802,Deposit,6063.16,2022-09-13
385,94,Payment,3555.18,2024-07-11
386,4126,Payment,5103.11,2025-02-25
387,233,Transfer,7394.7,2023-07-03
388,906,Withdrawal,3617.04,2023-04-10
389,4047,Withdrawal,1686.32,2024-02-01
390,1332,Payment,6703.77,2023-09-24
391,944,Transfer,3631.73,2022-11-13
392,717,Payment,7608.23,2024-11-29
393,2073,Withdrawal,6773.25,2023-09-08
394,2611,Withdrawal,8173.88,2022-11-21
395,11,Withdrawal,9972.81,2023-02-24
396,867,Payment,1394.75,2024-11-19
397,4879,Transfer,3738.32,2024-07-27
398,290,Deposit,8182.33,2023-07-12
399,2740,Deposit,3564.13,2023-06-06
400,2812,Deposit,6227.92,2024-03-16
401,1848,Payment,5164.48,2022-12-13
402,1890,Transfer,1267.1,2023-05-18
403,3397,Deposit,8680.43,2024-06-27
404,1451,Payment,4902.99,2024-04-25
405,4933,Payment,1199.89,2022-07-24
406,3644,Payment,7673.45,2023-03-25
407,545,Transfer,9726.37,2024-10-26
408,4829,Withdrawal,687.19,2024-07-25
409,3930,Transfer,4804.56,2023-11-13
410,1075,Payment,4926.39,2025-03-15
411,1532,Payment,5218.3,2023-02-03
412,1381,Deposit,8327.75,2024-07-31
413,1611,Transfer,6772.58,2023-12-01
414,3853,Transfer,1414.87,2025-03-24
415,2901,Transfer,1407.23,2022-07-23
416,4025,Transfer,7354.59,2023-08-30
417,595,Deposit,6960.95,2024-09-29
418,4807,Withdrawal,3683.76,2024-10-03
419,3096,Transfer,945.59,2025-04-24
420,3340,Deposit,7264.65,2023-10-29
421,968,Deposit,9872.72,2023-09-16
422,4932,Withdrawal,7989.56,2022-11-19
423,2251,Transfer,9415.33,2024-07-21
424,3469,Transfer,5599.86,2024-01-01
425,2668,Withdrawal,1606.25,2023-09-30
426,3611,Withdrawal,4547.1,2023-08-07
427,4904,Transfer,2581.59,2024-04-21
428,1881,Payment,2965.05,2023-12-04
429,635,Transfer,9768.09,2024-11-24
430,2609,Deposit,7123.7,2024-10-21
431,2463,Deposit,4384.68,2023-10-19
432,972,Withdrawal,6007.28,2022-06-20
433,160,Deposit,3563.01,2024-05-29
434,777,Transfer,8826.33,2023-01-11
435,4665,Deposit,3658.84,2022-05-21
436,2318,Payment,9543.38,2022-11-03
437,1697,Payment,1874.13,2023-05-12
438,586,Payment,2945.9,2023-01-07
439,217,Payment,721.01,2024-02-11
440,2898,Deposit,483.25,2023-10-17
441,4062,Withdrawal,9809.06,2023-10-15
442,2326,Transfer,9010.31,2022-10-28
443,2810,Payment,2670.94,2024-12-16
444,1805,Transfer,2848.81,2023-12-09
445,2558,Payment,6843.6,2025-04-20
446,4994,Payment,5207.92,2022-06-28
447,4448,Transfer,4474.95,2022-05-18
448,65,Transfer,1419.27,2022-08-21
449,4794,Payment,4000.35,2024-06-16
450,2884,Transfer,70.9,2023-02-26
451,1667,Deposit,4283.15,2023-04-12
452,4291,Withdrawal,9952.12,2024-12-29
453,3764,Transfer,6883.02,2023-08-12
454,1097,Withdrawal,6211.83,2024-02-15
455,4968,Transfer,1528.59,2024-09-23
456,2848,Transfer,5146.63,2023-08-31
457,396,Withdrawal,7108.07,2024-08-26
458,240,Payment,6325.9,2022-12-01
459,3886,Deposit,6533.34,2023-12-23
460,729,Deposit,988.96,2023-01-25
461,795,Withdrawal,4538.0,2025-04-05
462,3652,Withdrawal,5456.13,2024-06-06
463,2252,Deposit,7119.42,2024-09-14
464,1509,Transfer,8807.12,2024-09-18
465,2317,Transfer,1274.29,2023-09-26
466,3275,Deposit,6991.67,2023-04-01
467,4352,Payment,9201.28,2025-02-09
468,689,Payment,3526.53,2023-11-26
469,3205,Deposit,5293.51,2024-05-07
470,2955,Transfer,2214.91,2023-11-07
471,1444,Transfer,6385.06,2025-05-09
472,4161,Deposit,5090.35,2023-11-07
473,4871,Transfer,5268.11,2023-02-09
474,3103,Transfer,4238.54,2025-01-31
475,4444,Deposit,791.05,2024-04-05
476,69,Deposit,4830.38,2022-05-17
477,363,Deposit,9321.51,2024-06-07
478,2343,Deposit,9981.1,2022-05-21
479,4835,Withdrawal,8883.54,2024-04-04
480,3914,Transfer,5864.8,2023-02-17
481,1508,Withdrawal,6273.66,2024-10-18
482,4040,Withdrawal,3743.14,2022-11-15
483,872,Payment,9701.66,2024-12-20
484,4181,Transfer,4636.61,2024-04-02
485,4827,Deposit,9060.84,2022-12-04
486,1855,Deposit,6139.62,2024-11-05
487,101,Transfer,7419.77,2023-11-14
488,3455,Transfer,2825.48,2022-08-21
489,1496,Transfer,4019.49,2022-08-07
490,4135,Withdrawal,9020.72,2023-08-18
491,1706,Payment,8361.63,2022-06-14
492,3004,Deposit,6198.66,2025-02-08
493,3739,Payment,9375.91,2024-08-20
494,2576,Payment,4127.0,2022-07-04
495,1361,Transfer,9821.77,2023-01-11
496,4336,Deposit,5108.21,2024-04-26
497,4591,Payment,3562.31,2024-03-31
498,3765,Withdrawal,1452.86,2024-03-10
499,39,Withdrawal,7077.79,2025-02-03
500,2499,Deposit,9926.96,2023-04-19
501,313,Withdrawal,8569.03,2024-01-25
502,3316,Withdrawal,2251.21,2023-08-22
503,2548,Transfer,5194.33,2024-02-12
504,1361,Payment,9949.66,2022-08-08
505,2268,Payment,3155.4,2023-11-11
506,2809,Deposit,7413.96,2023-06-21
507,2217,Transfer,8379.07,2022-09-25
508,3054,Withdrawal,5468.45,2023-09-08
509,2204,Deposit,5018.9,2022-07-04
510,4526,Withdrawal,1203.29,2024-08-27
511,915,Deposit,3269.68,2023-09-30
512,4841,Transfer,8843.57,2024-09-23
513,481,Payment,9056.42,2025-04-27
514,352,Transfer,1174.65,2023-06-20
515,2450,Payment,9646.3,2025-01-11
516,579,Transfer,5644.15,2025-02-27
517,4860,Payment,6110.73,2023-10-08
518,1423,Payment,188.49,2025-02-04
519,3488,Payment,7043.74,2022-09-20
520,1619,Deposit,232.4,2024-08-15
521,355,Deposit,9622.29,2023-12-30
522,229,Deposit,8991.89,2025-02-22
523,2002,Payment,7567.62,2024-05-02
524,777,Deposit,9147.49,2023-02-28
525,250,Transfer,1716.99,2022-08-28
526,102,Payment,6880.79,2023-11-27
527,1258,Deposit,2869.86,2023-12-12
528,689,Transfer,2702.09,2022-05-26
529,4603,Deposit,2424.45,2024-05-29
530,1048,Transfer,3053.44,2022-05-19
531,2091,Payment,7455.13,2025-02-24
532,3976,Transfer,9572.75,2023-10-08
533,2109,Withdrawal,9227.9,2023-02-28
534,4624,Deposit,263.04,2023-06-24
535,3816,Withdrawal,7527.76,2023-12-10
536,3403,Transfer,4214.83,2022-12-31
537,1243,Transfer,3019.98,2023-05-14
538,2268,Withdrawal,1655.18,2025-04-21
539,2556,Payment,3254.68,2024-07-06
540,2585,Transfer,6987.68,2022-08-14
541,4628,Transfer,3410.38,2023-01-29
542,4367,Payment,9411.62,2024-08-26
543,3626,Deposit,2587.07,2023-02-08
544,3531,Payment,2565.32,2023-04-05
545,2372,Transfer,5808.3,2023-06-24
546,887,Deposit,660.66,2024-07-12
547,4827,Deposit,678.34,2023-06-21
548,128,Deposit,7082.84,2023-07-06
549,2323,Deposit,9105.39,2025-01-31
550,4482,Transfer,9175.8,2024-04-16
551,367,Payment,4591.82,2024-10-22
552,1821,Payment,7451.32,2024-10-04
553,3207,Transfer,1590.56,2024-05-26
554,2116,Withdrawal,8124.92,2024-07-19
555,4304,Transfer,5601.52,2022-06-03
556,4177,Transfer,2455.58,2023-11-28
557,2988,Withdrawal,9960.85,2024-11-11
558,557,Deposit,377.25,2022-11-09
559,923,Transfer,5837.6,2024-02-16
560,1502,Withdrawal,5851.83,2022-12-20
561,3464,Deposit,7600.97,2023-03-18
562,2370,Deposit,376.95,2022-06-23
563,3121,Withdrawal,5576.75,2023-09-21
564,1843,Withdrawal,6313.68,2023-10-10
565,1749,Withdrawal,1844.58,2024-11-20
566,1215,Payment,506.1,2025-03-02
567,374,Withdrawal,291.24,2024-10-22
568,2665,Transfer,7376.24,2023-05-01
569,2204,Transfer,8275.8,2022-08-02
570,4415,Withdrawal,4227.2,2023-06-22
571,1757,Withdrawal,9931.09,2022-10-13
572,3849,Withdrawal,6179.52,2024-04-01
573,549,Payment,3022.67,2023-12-18
574,3026,Payment,1661.2,2023-09-25
575,1739,Payment,7221.65,2023-11-15
576,1422,Transfer,9195.07,2023-04-26
577,584,Payment,9182.87,2024-05-24
578,3755,Withdrawal,4092.41,2023-10-25
579,3561,Payment,7767.36,2024-12-02
580,540,Deposit,1664.57,2024-08-14
581,3890,Transfer,6302.49,2024-07-16
582,2708,Payment,3064.61,2022-07-04
583,842,Withdrawal,2069.14,2024-04-15
584,483,Deposit,1695.43,2024-06-11
585,1409,Deposit,9198.88,2024-09-22
586,2571,Transfer,3880.41,2023-09-03
587,3968,Deposit,7402.55,2022-06-28
588,3299,Transfer,2464.86,2023-08-03
589,2190,Transfer,5451.73,2023-03-04
590,1495,Payment,3163.19,2022-09-28
591,975,Deposit,6996.24,2024-12-14
592,704,Payment,3708.92,2022-06-14
593,2959,Payment,8104.69,2024-09-06
594,1004,Withdrawal,4421.73,2023-02-04
595,4107,Withdrawal,2097.15,2023-10-29
596,3602,Deposit,4349.01,2024-09-20
597,1502,Transfer,2639.22,2023-08-01
598,4211,Payment,6338.83,2024-03-12
599,4841,Withdrawal,8224.67,2023-12-20
600,2073,Payment,5090.3,2024-03-19
601,2377,Payment,7425.43,2023-04-08
602,2148,Withdrawal,3711.14,2024-04-17
603,4145,Payment,8118.91,2024-02-02
604,4416,Withdrawal,8979.57,2023-08-21
605,1728,Transfer,5955.57,2024-07-27
606,805,Deposit,9808.36,2023-10-01
607,3489,Withdrawal,6427.35,2024-02-14
608,1710,Transfer,9863.82,2023-09-11
609,4656,Deposit,6621.52,2024-05-27
610,2636,Payment,1599.73,2024-10-14
611,2672,Payment,6493.96,2023-03-03
612,1685,Transfer,8323.97,2023-07-14
613,2768,Withdrawal,1376.96,2023-10-01
614,1531,Deposit,8962.11,2024-11-02
615,376,Transfer,8288.68,2025-01-11
616,810,Withdrawal,6356.26,2022-07-10
617,1775,Deposit,3655.51,2022-06-28
618,2435,Withdrawal,6287.25,2023-08-09
619,912,Deposit,8846.87,2023-01-11
620,1040,Withdrawal,9168.49,2022-06-04
621,1665,Transfer,508.68,2023-08-17
622,4883,Payment,314.11,2022-09-05
623,374,Deposit,3095.48,2024-11-17
624,2134,Deposit,1216.23,2025-01-14
625,4155,Withdrawal,2176.72,2023-08-22
626,2924,Transfer,4252.52,2024-01-20
627,3744,Payment,9406.14,2024-01-26
628,2246,Payment,6488.34,2023-07-03
629,146,Withdrawal,9427.5,2022-09-02
630,4564,Payment,8299.78,2024-01-19
631,1442,Payment,2445.59,2022-09-19
632,2115,Payment,7911.1,2023-06-26
633,4498,Deposit,7903.92,2023-04-14
634,2187,Transfer,7071.92,2023-01-15
635,2395,Deposit,2641.18,2024-09-23
