LoanID	CustomerID	LoanType	LoanAmount	InterestRate	LoanStartDate	LoanEndDate
211	378	Home	224689	6.24	11/05/2020	18/08/2025
212	1197	Car	230202	9.05	09/03/2021	01/05/2028
213	4226	Car	226483	10	03/06/2023	22/03/2027
214	4307	Education	444586	3.47	18/11/2021	23/06/2026
215	683	Car	326368	2.89	14/04/2022	24/02/2028
216	4277	Home	470442	5.37	11/05/2021	22/05/2026
217	1826	Car	156501	8.83	09/03/2023	02/09/2026
218	1760	Personal	465575	5.37	22/06/2021	05/01/2026
219	4019	Home	19080	11.65	20/10/2020	12/12/2027
220	4900	Personal	369118	9.32	18/06/2023	24/02/2026
221	2300	Education	289387	2.66	29/12/2023	07/08/2027
222	3653	Home	469672	8.63	01/04/2022	14/11/2026
223	3924	Home	345883	11.05	14/12/2020	09/01/2026
224	2687	Education	154826	4.4	26/03/2024	15/02/2028
225	2845	Personal	155057	9.84	04/03/2024	20/12/2027
226	1830	Car	31523	7.97	07/03/2022	28/05/2029
227	1170	Home	264616	11.5	01/06/2020	13/12/2026
228	2059	Home	393867	10.4	08/09/2021	15/07/2027
229	4356	Home	273242	8.74	10/02/2022	09/09/2028
230	2544	Personal	107634	7.75	13/07/2023	14/09/2027
231	4865	Home	84676	3.14	06/08/2020	24/05/2025
232	1787	Education	218380	9.56	27/10/2022	11/11/2026
233	2184	Home	139928	6.12	31/01/2023	02/06/2026
234	1482	Personal	171875	5.12	01/08/2021	01/11/2026
235	4823	Car	229201	12.17	02/03/2022	15/02/2028
236	2320	Education	128770	10.53	12/10/2020	18/12/2028
237	2165	Personal	403629	4.28	07/08/2021	05/04/2027
238	3929	Personal	469570	8.9	23/07/2021	21/08/2025
239	4728	Personal	222426	5.74	23/08/2023	07/07/2025
240	4025	Personal	152036	11.87	17/04/2021	26/12/2028
241	4951	Personal	357672	3.75	05/05/2022	02/10/2027
242	2425	Personal	191147	2.58	19/06/2021	05/04/2027
243	3341	Education	78530	7.73	13/11/2020	19/06/2028
244	103	Personal	151297	2.6	23/09/2021	28/12/2028
245	527	Home	400915	11.76	05/06/2022	31/05/2027
246	4009	Car	3791	7.58	15/04/2024	25/03/2029
247	2108	Car	39708	12.1	24/10/2022	20/09/2026
248	552	Personal	496724	11.76	16/10/2022	03/02/2030
249	1356	Personal	363221	5.97	30/10/2020	14/04/2029
250	2313	Home	285696	4.45	15/04/2021	20/06/2025
251	1446	Personal	369189	12.13	22/08/2021	14/02/2028
252	2402	Education	254243	7.39	26/11/2020	17/03/2028
253	3258	Personal	48974	9.24	28/04/2024	26/10/2028
254	1917	Car	421513	6.6	16/06/2021	08/10/2029
255	2215	Home	166945	7.35	06/02/2024	07/10/2029
256	1320	Personal	100002	9.52	04/05/2023	17/10/2029
257	509	Education	53218	3.89	04/10/2021	24/07/2029
258	4363	Education	192258	4.24	19/07/2022	16/03/2029
259	4406	Education	247687	6.66	24/04/2024	20/09/2027
260	1865	Car	390962	12.41	24/02/2021	20/03/2028
261	444	Education	196865	8.24	26/07/2021	04/06/2027
262	2971	Home	475566	2.6	20/03/2021	10/04/2028
263	798	Personal	17870	8.26	26/08/2020	06/03/2026
264	3164	Education	301693	8.04	13/08/2021	06/05/2026
265	3252	Home	430092	10.11	09/03/2024	01/07/2029
266	764	Home	199643	7.73	13/07/2021	16/02/2029
267	4376	Car	264228	5.49	30/08/2021	24/10/2025
268	2658	Personal	397811	2.82	02/11/2022	11/05/2027
269	115	Home	61753	11.59	30/11/2023	13/06/2025
270	1847	Education	87937	11.74	27/02/2024	14/09/2029
271	3011	Personal	401661	11.16	18/06/2020	07/11/2029
272	1215	Personal	401058	12.19	20/03/2022	25/07/2029
273	3342	Home	225878	9.58	02/06/2022	28/10/2025
274	1203	Education	423099	3.5	22/02/2022	04/06/2029
275	3296	Home	281084	12.31	28/02/2022	02/12/2028
276	3582	Personal	149416	9.34	18/04/2022	27/08/2026
277	2827	Car	70566	7.57	16/08/2022	01/04/2027
278	3960	Home	228931	12.17	13/07/2023	20/07/2027
279	2043	Education	95216	11.1	30/09/2022	28/05/2025
280	2591	Car	345989	8.53	19/01/2021	05/03/2029
281	1440	Home	378026	11.14	25/09/2022	11/12/2026
282	2071	Car	152196	2.56	17/02/2023	14/10/2027
283	3005	Car	65527	5.14	28/01/2024	14/05/2029
284	2956	Car	435258	5.71	18/09/2022	04/12/2029
285	2294	Home	99534	8.94	21/12/2023	07/10/2028
286	3288	Education	421129	3.19	05/05/2024	24/11/2029
287	500	Education	32900	6.12	08/08/2021	23/06/2025
288	3453	Education	237078	9.6	08/05/2024	22/08/2028
289	3943	Home	265832	5.02	11/10/2023	05/10/2027
290	3734	Home	470994	8.1	13/06/2021	23/08/2026
291	2156	Personal	395122	6.88	15/12/2020	30/10/2026
292	2300	Home	76769	8.65	15/11/2023	03/09/2025
293	74	Car	218406	7.34	06/04/2023	28/05/2027
294	2773	Education	421054	9.36	09/09/2020	13/05/2029
295	2324	Personal	229367	6.55	09/06/2023	16/11/2025
296	1368	Car	137907	4.11	21/03/2024	07/06/2027
297	2894	Home	153205	12.13	08/03/2023	14/06/2027
298	2232	Car	276527	2.97	03/11/2023	14/09/2027
299	1855	Education	93845	5.34	29/11/2023	19/09/2029
300	1914	Car	189414	4.72	04/02/2021	23/05/2026
301	605	Car	20408	8.03	15/01/2024	02/02/2030
302	2904	Car	34580	9.02	07/08/2020	12/11/2025
303	615	Personal	471256	5.48	25/06/2021	26/09/2027
304	2983	Home	372736	5.48	17/02/2021	30/11/2027
305	1889	Education	66280	6.2	18/02/2021	21/03/2026
306	4233	Car	317751	3.55	21/10/2022	24/11/2029
307	3459	Education	450876	2.57	03/11/2023	29/09/2025
308	1590	Education	455698	2.69	12/05/2022	19/06/2026
309	1160	Education	288445	2.7	14/02/2024	18/01/2028
310	4049	Home	16268	7.83	17/08/2021	30/12/2028
311	2734	Car	65616	11.49	12/03/2022	26/01/2030
312	381	Home	373491	3.93	31/07/2023	20/06/2028
313	3474	Home	428637	4.17	29/06/2022	11/06/2028
314	2017	Personal	79154	3.18	02/03/2021	24/12/2025
315	2882	Personal	398147	12.07	18/03/2022	30/06/2028
316	2214	Home	279695	3.36	03/06/2020	26/02/2026
317	2216	Car	276176	4.37	14/07/2020	12/05/2026
318	4793	Personal	167827	10.14	23/06/2022	16/05/2028
319	1156	Home	351776	6.62	05/11/2020	07/06/2026
320	2641	Car	240210	9.13	27/04/2021	28/12/2029
321	96	Home	439062	7.22	15/04/2023	29/11/2029
322	1062	Car	437012	5.87	27/08/2020	27/12/2026
323	4582	Personal	428302	4.07	10/01/2023	31/10/2028
324	3645	Car	453242	3.29	19/07/2020	16/12/2028
325	4124	Home	29633	3.73	30/05/2022	29/01/2030
326	2438	Education	361101	7.38	29/10/2021	22/11/2029
327	589	Home	142319	3.75	14/02/2024	16/02/2029
328	4501	Education	107421	8.47	22/01/2021	16/06/2028
329	1706	Car	2104	10.01	22/04/2024	19/12/2029
330	3601	Car	101842	2.84	23/02/2024	01/11/2025
331	1916	Personal	100234	12.24	30/09/2021	30/08/2026
332	1488	Car	351885	3.38	07/12/2022	06/04/2030
333	242	Car	239516	7.91	20/04/2023	21/07/2026
334	1036	Home	14046	10.35	13/05/2022	30/10/2029
335	4406	Personal	94597	5.66	08/03/2021	19/06/2028
336	1228	Home	469024	6.56	28/04/2024	13/08/2028
337	4730	Personal	143841	9.51	16/09/2021	09/11/2025
338	4689	Car	337585	9.03	11/05/2023	21/09/2028
339	691	Personal	15211	3.53	11/07/2022	19/11/2025
340	11	Home	130485	7.43	26/08/2022	15/06/2025
341	2643	Home	423261	11.74	13/06/2022	05/03/2029
342	1217	Car	221050	6.61	16/03/2021	17/05/2029
343	557	Education	37857	12.31	02/05/2021	09/03/2030
344	1795	Education	249366	8.51	09/05/2022	12/02/2028
345	4959	Education	196889	10.68	25/02/2022	19/03/2026
346	3583	Personal	478971	10.77	03/04/2022	04/02/2030
347	2699	Car	365343	11.29	05/11/2021	18/07/2026
348	3031	Personal	186385	9.35	09/07/2021	15/11/2026
349	3481	Car	18657	4.44	31/03/2023	16/10/2028
350	3546	Personal	218648	5.03	04/09/2022	27/07/2027
351	2758	Education	250875	6.2	13/09/2023	25/03/2026
352	29	Car	251459	9.52	16/06/2020	02/05/2028
353	1863	Education	289545	11.65	16/09/2021	15/10/2029
354	4473	Education	434167	8.18	01/12/2021	02/07/2026
355	2649	Home	265582	2.5	09/06/2021	23/07/2029
356	256	Personal	14897	9.62	25/12/2022	16/07/2029
357	3417	Car	134438	9.31	20/10/2020	12/12/2029
358	409	Home	306044	11.91	18/01/2021	18/01/2028
359	2623	Personal	474050	11.54	13/09/2020	24/07/2025
360	357	Home	114082	6.3	31/10/2020	26/03/2027
361	4532	Personal	497829	5.88	22/02/2022	23/10/2025
362	955	Education	277855	5.48	26/08/2022	10/11/2025
363	3822	Education	247571	12.14	24/06/2021	20/02/2030
364	292	Personal	347230	6.96	12/03/2024	14/06/2027
365	4538	Home	476431	3.83	24/06/2021	18/01/2026
366	4617	Personal	179076	3.53	29/11/2021	30/09/2029
367	1892	Car	404796	11.74	07/09/2021	24/09/2027
368	790	Personal	151105	9.34	09/01/2021	16/09/2027
369	3233	Personal	100443	5.86	12/02/2022	22/10/2028
370	1950	Home	126319	5.23	11/05/2020	13/11/2029
371	3630	Car	103569	7.05	30/07/2021	22/09/2027
372	803	Personal	69011	9.24	11/07/2023	22/06/2028
373	2591	Home	24562	10.58	19/11/2021	14/06/2025
374	4390	Car	279914	9.32	20/01/2023	18/02/2028
375	3271	Personal	37684	8.6	07/07/2022	01/07/2029
376	2070	Home	127867	10.43	14/08/2023	25/06/2026
377	4158	Personal	294998	6.72	13/11/2023	26/03/2027
378	3600	Home	473759	11.36	24/02/2022	07/12/2029
379	2771	Car	16982	10.97	26/10/2022	27/11/2026
380	3100	Education	9799	8.35	18/10/2022	04/05/2028
381	1421	Home	145033	8.09	16/09/2023	26/02/2030
382	742	Home	156523	10.23	13/05/2021	30/12/2028
383	2826	Home	69835	4.63	04/03/2023	27/01/2028
384	4689	Home	194098	6.33	01/11/2022	07/10/2029
385	4923	Education	38719	6.57	04/03/2023	05/05/2027
386	1623	Education	10760	7.25	15/01/2021	01/07/2027
387	3484	Education	276289	12.3	12/02/2022	03/07/2025
388	3017	Education	242930	4.89	06/09/2020	15/10/2025
389	709	Education	362010	7.23	30/04/2024	03/01/2027
390	2226	Personal	192285	6.73	18/07/2021	03/10/2025
391	2565	Home	323084	9.98	24/03/2024	08/11/2029
392	2664	Personal	3227	5.24	25/11/2022	07/01/2026
393	1522	Education	334645	8.06	09/11/2020	23/01/2030
394	3328	Personal	75635	8.32	15/05/2021	23/01/2028
395	2636	Personal	98212	11.13	29/04/2023	21/12/2029
396	4634	Personal	245516	8.91	09/02/2021	10/08/2028
397	3217	Personal	216007	11.41	22/10/2021	16/08/2025
398	3279	Education	407418	8.41	13/06/2022	11/08/2029
399	2096	Car	143643	8.24	14/02/2024	20/03/2027
400	3837	Home	321033	12.42	23/06/2020	19/03/2027
401	4577	Education	453557	10.42	09/08/2022	14/09/2027
402	4404	Education	385033	8.93	22/06/2020	09/05/2029
403	270	Personal	58928	4.34	18/07/2021	22/05/2025
404	3948	Car	219676	5.01	27/12/2021	09/03/2026
405	3179	Education	39729	5.57	20/03/2022	09/04/2027
406	1284	Education	291717	9.74	31/07/2020	08/12/2029
407	4433	Education	276632	6.8	13/02/2023	14/09/2026
408	4322	Car	61722	10.02	18/07/2022	18/03/2030
409	3188	Home	254695	8.58	14/12/2022	08/08/2029
410	2130	Education	339577	3	30/08/2022	18/07/2026
411	11	Education	85999	4.27	22/09/2021	02/02/2029
412	2553	Education	426166	9.1	04/02/2024	10/12/2029
413	1342	Home	117992	5.58	23/05/2023	01/01/2026
414	1713	Personal	291247	8.42	12/06/2021	16/03/2026
415	3027	Car	257878	11.88	20/12/2021	24/10/2027
416	2463	Car	221369	9.76	17/12/2023	21/02/2030
417	4676	Education	235455	3.54	15/01/2022	07/10/2025
418	1912	Car	442499	4.06	31/08/2022	07/07/2027
419	4888	Car	76677	7.14	26/08/2021	05/07/2028
420	2957	Personal	465523	6.4	28/05/2022	24/12/2025
421	2959	Education	75862	9.77	08/02/2023	28/02/2030
422	2494	Car	49347	11.1	08/10/2023	07/06/2029
423	1491	Car	326652	7.74	13/12/2021	23/12/2029
424	331	Personal	478229	7.59	24/07/2020	14/03/2030
425	1540	Education	427355	5.34	09/12/2023	18/08/2028
426	3334	Car	155359	10.58	10/04/2022	28/08/2026
427	4962	Car	247305	4.49	06/11/2022	20/11/2025
428	3090	Home	408549	4.24	17/08/2022	26/03/2026
429	1397	Education	213130	10.46	04/03/2023	12/07/2025
430	323	Home	126814	7.99	16/01/2021	28/11/2025
431	1333	Education	278609	6.43	07/09/2021	13/12/2028
432	3538	Car	140998	8.21	14/04/2024	07/04/2029
433	732	Education	319826	9.35	27/09/2023	13/12/2027
434	1292	Home	173246	9.7	28/07/2021	09/09/2027
435	1929	Education	464306	3.35	16/11/2022	30/01/2028
436	2043	Car	60725	10.34	15/09/2021	19/09/2028
437	4346	Home	211102	5.54	04/10/2022	06/02/2029
438	3541	Home	342288	3.8	12/03/2023	10/09/2025
439	599	Home	178956	3.6	24/03/2024	28/08/2029
440	2675	Car	405161	6.96	03/04/2023	04/05/2028
441	3374	Home	447202	12.15	07/06/2022	18/01/2026
442	3222	Personal	177332	3.25	01/12/2023	30/08/2025
443	1397	Personal	385586	5.38	04/03/2022	08/05/2026
444	3351	Education	218495	6.94	09/07/2022	22/12/2026
445	3241	Home	159689	6.81	15/03/2024	09/03/2030
446	1934	Personal	430700	4.59	02/07/2023	28/10/2026
447	129	Home	4290	9.7	06/05/2021	21/11/2027
448	2785	Home	352335	4.05	23/12/2023	01/08/2025
449	1799	Car	274024	7.16	22/07/2020	23/08/2029
450	2755	Education	29859	12.28	01/07/2021	20/03/2027
451	1485	Car	81754	9.92	05/11/2023	04/08/2028
452	557	Education	222183	3.54	07/12/2023	13/06/2025
453	4658	Personal	449269	4.28	11/01/2021	05/12/2025
454	2597	Education	262828	9.42	11/11/2023	08/08/2028
455	3231	Car	81369	9.85	24/04/2022	13/08/2025
456	4402	Car	118390	4.1	30/03/2024	24/10/2028
457	342	Car	107369	11.39	20/11/2020	06/09/2029
458	2802	Home	111527	4.01	01/06/2021	25/02/2030
459	2264	Car	395004	11.76	07/07/2021	05/06/2027
460	343	Home	192922	8.38	08/04/2022	19/10/2029
461	2395	Car	282069	5.84	22/07/2022	15/03/2026
462	426	Car	385452	8.83	31/03/2021	24/10/2029
463	2838	Car	415233	3.55	13/11/2022	25/05/2025
464	1898	Car	238753	8.63	01/12/2021	12/12/2026
465	3767	Home	388388	12.02	09/10/2023	05/04/2028
466	4158	Personal	220219	8.91	21/02/2021	11/08/2026
467	4493	Car	204408	6.2	27/02/2021	17/06/2026
468	3603	Education	69736	9.68	15/12/2020	16/02/2027
469	4910	Car	498458	5.89	14/12/2021	13/11/2027
470	416	Home	162682	4.17	27/04/2024	18/04/2026
471	783	Personal	444394	9.8	31/05/2023	18/08/2028
472	1203	Car	113282	2.81	04/12/2020	09/04/2026
473	4348	Home	250999	5.74	12/10/2023	05/09/2028
474	1420	Personal	225005	11.56	03/02/2021	26/12/2028
475	4582	Home	495602	5.93	03/11/2020	21/12/2025
476	4421	Car	346812	11.5	23/03/2022	30/05/2028
477	45	Personal	54064	11.52	13/07/2023	18/09/2027
478	2557	Personal	249495	2.98	21/10/2023	19/11/2027
